AGID,mock 3h (F1),mock 3h (F1),CHX 3h (F1),CHX 3h (F1),MG132 3h (F1),MG132 3h (F1),mock 12h (F2),mock 12h (F2),PNO8 1uM3h (F1),PNO8 1uM3h (F1),PNO8 1uM12h (F2),PNO8 1uM12h (F2),mockBrz 3h (G),mockBrz 3h (G),PNO8 10uM3h (G),PNO8 10uM3h (G),Ibup 3h (F1),Ibup 3h (F1),B9 3h (F1),B9 3h (F1),Sal 3h (F1),Sal 3h (F1),mock 3h (F1),mock 3h (F1),mock 12h (F2),mock 12h (F2),Brz220 10uM3h (F1),Brz220 10uM3h (F1),Brz220 10uM12h (F2),Brz220 10uM12h (F2),Brz91 3h (F1),Brz91 3h (F1),Brz91 12h (F2),Brz91 12h (F2),mockBrz 3h (G),mockBrz 3h (G),Brz220 3uM3h (G),Brz220 3uM3h (G),mock 3h (F1),mock 3h (F1),AgNO3 3h (F1),AgNO3 3h (F1),AVG 3h (F1),AVG 3h (F1),mock 3h (F1),mock 3h (F1),mock 12h (F2),mock 12h (F2),PPI 3h (F1),PPI 3h (F1),PPI 12h (F2),PPI 12h (F2),Unic 3h (F1),Unic 3h (F1),Unic 12h (F2),Unic 12h (F2),Pac 3h (F1),Pac 3h (F1),Pac 12h (F2),Pac 12h (F2),PX 3h (F1),PX 3h (F1),PX 12h (F2),PX 12h (F2),Cont (C1),Cont (C1),Cont (C1),Zeatin20uM (C1),Zeatin20uM (C1),Zeatin20uM (C1),ARR22-ox (C2),ARR22-ox (C2),ARR22-ox (C2),ARR22-ox+Zeatin20uM (C2),ARR22-ox+Zeatin20uM (C2),ARR22-ox+Zeatin20uM (C2),mock 3h (F1),mock 3h (F1),246T 3h (F1),246T 3h (F1),PCIB 3h (F1),PCIB 3h (F1),TIBA 3h (F1),TIBA 3h (F1),NPA 3h (F1),NPA 3h (F1),mock 30m (A1),mock 30m (A1),IAA 30m (A1),IAA 30m (A1),Zeatin 30m (A1),Zeatin 30m (A1),GA 30m (A1),GA 30m (A1),ABA 30m (A1),ABA 30m (A1),MJ 30m (A1),MJ 30m (A1),ACC 30m (A1),ACC 30m (A1),BL 30m (A1),BL 30m (A1),mock 1h (A2),mock 1h (A2),IAA 1h (A2),IAA 1h (A2),Zeatin 1h (A2),Zeatin 1h (A2),GA 1h (A2),GA 1h (A2),ABA 1h (A2),ABA 1h (A2),MJ 1h (A2),MJ 1h (A2),ACC 1h (A2),ACC 1h (A2),BL 1h (A2),BL 1h (A2),mock 3h (A3),mock 3h (A3),IAA 3h (A3),IAA 3h (A3),Zeatin 3h (A3),Zeatin 3h (A3),GA 3h (A3),GA 3h (A3),ABA 3h (A3),ABA 3h (A3),MJ 3h (A3),MJ 3h (A3),ACC 3h (A3),ACC 3h (A3),BL 3h (A3),BL 3h (A3),ga1mock 30m (A4),ga1mock 30m (A4),ga1+GA 30m (A4),ga1+GA 30m (A4),ga1mock 1h (A5),ga1mock 1h (A5),ga1+GA 1h (A5),ga1+GA 1h (A5),ga1mock 3h (A6),ga1mock 3h (A6),ga1+GA 3h (A6),ga1+GA 3h (A6),det2mock 30m (A7),det2mock 30m (A7),det2+BL 30m (A7),det2+BL 30m (A7),det2mock 1h (A8),det2mock 1h (A8),det2+BL 1h (A8),det2+BL 1h (A8),det2mock 3h (A9),det2mock 3h (A9),det2+BL 3h (A9),det2+BL 3h (A9),mock 3h (B),mock 3h (B),CN 3h (B),CN 3h (B),6DCT 3h (B),6DCT 3h (B),CT 3h (B),CT 3h (B),6DTE 3h (B),6DTE 3h (B),TE 3h (B),TE 3h (B),6D3DT 3h (B),6D3DT 3h (B),3DT 3h (B),3DT 3h (B),6DTY 3h (B),6DTY 3h (B),TY 3h (B),TY 3h (B),6DCS 3h (B),6DCS 3h (B),CS 3h (B),CS 3h (B),BL 3h (B),BL 3h (B)
AT4G32040,1357.4,884.6,1233.4,782,873.6,856.2,732.3,1226.9,1458,1295.7,921.9,1323.5,1352.4,1023.9,1944.1,1781.6,1298.2,879.3,1170.1,888.1,1923.2,1437.6,1357.4,884.6,732.3,1226.9,995.2,1061.5,958.4,1206.9,907.9,1028.8,724.4,997.2,1352.4,1023.9,1239.5,1026,1357.4,884.6,1884.1,1815.1,1284.5,1229.7,1357.4,884.6,732.3,1226.9,1237.5,753.3,908.3,1166.4,1276,1122.1,1013,1101.4,1304.9,1168.9,791.9,1090.5,1332.1,747.1,819.6,1167.9,207.7,324.6,752.7,233,260.5,252,275.6,367.2,495.7,437.1,445,358.7,1357.4,884.6,1216.6,1005.8,1118,907.7,1528.8,1496.5,1022.7,892.8,1043.5,730.6,843.3,657.5,1071,794.8,1066.1,738.1,1029.7,742.6,796.9,644.1,1047.4,741.2,864.2,564.1,964.5,821.6,844.3,692.7,1003.3,738.9,940.3,733.6,1050.6,837.7,970.5,616.2,1042.8,741.9,1100.5,624.7,929.9,710,1101.9,810.8,879.6,513.8,913.5,620.9,1219.8,742.3,1074.9,684,989.1,784.9,899.7,721.3,2376.6,2252.3,3053.1,2008,1579.9,2979.8,1799,2640.1,1839.5,1993.4,2218.1,1973.5,1248.8,1318.3,1399.5,1228.3,1146,1445.7,869.7,1312.7,1330.2,1047.3,1253.2,1479.1,1600.7,1350.3,1769.5,1276,1895.2,1353.2,1686.9,1881.9,1579.7,1297.4,1467.3,1272.4,1239.3,1435.3,1725.7,861.4,1625.7,1573,1513.9,1508.1,2192.2,1049.3,1601.7,1595.3,1756,1346.3
AT4G37650,428.2,269.3,574.8,352.1,220.8,298.7,263.7,344.7,261.9,316.4,194.3,391.6,470.4,342.3,453.5,326.6,259.1,271.5,369.1,383.8,468.5,264.7,428.2,269.3,263.7,344.7,383.4,223.5,270.3,428.5,318.1,380.3,301.1,324.4,470.4,342.3,488.3,338.8,428.2,269.3,338.4,332.3,461.5,313.2,428.2,269.3,263.7,344.7,429.6,168.7,216.3,455.2,295.7,349.8,330.6,401.8,411.3,296.6,296,346.7,380.4,392.9,245,345.2,32.7,74.6,76.7,33.1,59.8,72.7,48.4,43.3,88.6,41.9,43.5,27.5,428.2,269.3,359.7,323.9,289.2,203.5,267.3,285.9,471.3,258.4,290.2,250.4,335.6,248.3,193.1,206,341,199.5,330.1,170.5,215.5,252.2,248.9,274.9,394.5,253.8,302,226.7,401.8,303.3,308.8,174.1,249.7,237.2,225,212.2,324.3,214.3,364.4,154.6,431.9,207.4,381,368.7,379.9,173.2,229,186.6,271,335.8,211.7,271,270.6,215.6,291.5,184.6,238,212,1125.5,884.3,1405.2,1042.8,785.6,1337.2,868.2,1337.8,1046.3,1145.9,657,1001.3,366.7,652.4,448,649.6,524.4,505.6,814.6,581.1,601,624,642,770.1,613.1,397.6,728.7,461,685.7,564.9,374,578.4,571.3,542,599.2,486.5,574.3,509.9,673.7,580.9,622.4,713.9,614.3,605.2,798.9,603.3,656.3,594.2,621.4,467.8
AT4G37940,80.1,33.1,12,10.3,122.5,64.7,89,55.1,113.4,35.2,90.4,15.7,117.6,192.1,286.5,155,207.6,110.3,26.8,64.5,98.9,56.4,80.1,33.1,89,55.1,27.2,137,134.5,89.9,67.1,29.9,103.5,28.3,117.6,192.1,219.1,196.4,80.1,33.1,62,93.5,44.4,29.7,80.1,33.1,89,55.1,19.5,24.6,128.8,53,208.6,82.2,141.8,12.8,149.9,136,86.6,116.1,96.8,178.1,158.7,21.9,0.9,1.4,3.3,1.2,4.4,4.8,3.8,1.8,9.5,2.6,2.9,1.3,80.1,33.1,93.4,75.7,122.6,28.7,104,30.8,32.4,19,234.7,110.8,83.6,165.1,256.7,180.3,176.5,149.6,203.7,181.9,261.8,137.7,238.5,66.4,146.8,116.2,122.8,88.5,201.2,28.2,242.8,203.9,182.3,125.5,222,180.8,343.2,131.8,236.5,295.4,185.3,26.8,179.4,51.2,171.2,72.9,297.3,34.3,346,154.8,46.3,147.2,171.4,122.9,241,137.9,159.3,88.4,66.9,45.7,225.2,24.3,47.4,73.3,42.6,61.4,46.3,387,90.3,160.8,171.4,109.2,186.8,87.7,95.1,36,34,261.1,338.1,56.7,57.4,69.4,48.3,30.8,41.2,52.8,208.5,28.6,146.9,199.6,119.6,118.3,143,21.1,217.7,55,153.5,37.3,88.2,94.4,20.2,75.2,170,15.4,84.3,108.6,217.8,127.2
AT4G38340,37.5,19.8,29.9,144.7,252,23.6,31.7,55.6,81.4,62.8,35.1,38.4,21.4,12.9,21.1,17,36.6,21,40.4,105.9,22.6,20.1,37.5,19.8,31.7,55.6,57.1,39.5,28.9,30.5,22.1,32.2,25.9,35.6,21.4,12.9,19.5,22.5,37.5,19.8,89.8,25.8,34.7,27.5,37.5,19.8,31.7,55.6,69.6,218.7,21.2,44.6,28.9,41.1,187.9,45.1,138.1,31.5,16.7,40.8,26.4,15.1,11.5,346.6,1.6,4.5,4.9,2.4,10.4,8.4,26.1,16.2,61,21.8,14.4,13.8,37.5,19.8,29.4,36.2,37.9,43.8,44.7,34,36.4,22.8,20.1,8.9,14.8,11.7,23.2,7.9,14.8,8.7,20.8,11.9,19.6,10,32.5,18.5,17.2,12.4,15.3,15.4,14.2,12.7,20.3,15.2,15.5,6.8,20.4,9.1,23.7,19.2,18.5,15.9,15.8,13.1,12,16.4,11,18.2,17.3,10.8,12.6,20.9,19.9,11.9,12.7,7.3,14.9,8.5,20.8,9.9,102.4,44.1,73,418.4,89.8,308.5,155.8,391.8,63.2,43,300.7,281.6,47.9,39.2,33.2,42.6,43.2,29.4,21.5,20.8,40.8,56.7,42.7,33.4,69.3,302,31,81.5,68.1,90.4,138.8,130.9,34.3,35.1,24.7,75.5,21.2,71.6,38.1,32.8,99.1,96.3,45.8,85.4,23.6,44.7,45.7,50.3,50.3,96.5
AT5G07680,191.6,66.1,132.3,200.4,149.7,125.5,123.2,259.7,172.6,317.9,237.4,53,146.3,168.2,262.9,284.3,155.4,204.7,254.9,216.3,180.6,370.5,191.6,66.1,123.2,259.7,221.1,185.3,102.1,129,301.2,145.5,192.3,167,146.3,168.2,236,157.3,191.6,66.1,235.7,158.3,349.1,176.3,191.6,66.1,123.2,259.7,92.6,191.6,116.6,284.6,255.1,117.1,159.6,112.7,337.7,301.1,100.9,226.6,312.7,326.5,227.5,371.4,31,60.1,86.6,20.2,8,39.6,83.6,81.4,183.9,61.4,44.7,44.4,191.6,66.1,209.8,220.9,281.3,457.5,285.1,338.5,241.5,177.4,169.3,137.2,236.5,159.2,61.9,37.1,198.8,181.9,737.7,268.8,238.1,104.1,90.2,168.9,267.7,239.3,80.6,79.4,18,176.2,146.5,140.3,133.8,38.1,839.5,408.4,105.2,142.7,135.1,93.2,195.1,119.8,255.2,199.1,95,240.1,121.6,217,218.4,35.4,754.6,602.8,185.5,81.3,263.2,179.5,343.2,89,1302.6,1578.2,981.9,632.3,925.4,1266.6,705.3,1030.6,1414.3,1216.1,727.5,743.2,475.3,719.7,544.8,508.2,211.9,409.2,340.6,377.9,396.1,648.8,390,707.6,416.2,392.8,187.9,447.2,122.7,55.6,134.1,338.9,95.9,385.8,203.9,247.9,210.1,425.9,207.3,257.1,360.6,290.5,311.3,260.5,229.1,703.9,133.9,410.4,196.2,264.8
AT5G15150,332,249.8,283.2,206.8,365.6,192.4,240.9,296.2,372.8,271.9,213,502.2,365,694.5,470.4,544.5,315.8,136.6,372.5,288.4,340.6,254.4,332,249.8,240.9,296.2,402.8,218.8,137.5,163.5,246.1,312.2,143.4,274,365,694.5,451.8,510.1,332,249.8,425.6,298.6,331,373.8,332,249.8,240.9,296.2,431.3,299,179.9,410.9,391.9,222.2,207.8,274.7,438.7,305.5,216.9,363,160.4,208.9,285.7,442.6,28.5,34.5,83.3,34.6,40,32.5,29.9,35.9,49.7,56.9,57.1,48.9,332,249.8,425,220.7,381.5,385.4,271.3,248.5,475.8,311,373.7,309.8,405.5,288.3,277.2,232.3,430.5,222.6,367.7,340.2,473.3,416.3,532.4,326.3,452.6,424.4,473.5,264.9,311.8,395.8,372.1,317.4,396.7,354.6,458.2,391.1,608.2,409.2,424.6,397.8,596.2,610,419.3,532.1,333.9,338.5,233.9,285.5,395,364.3,429.5,210.3,348.8,295.7,416.7,233.7,478.2,594.8,921.1,632.8,1195.9,720.7,645,1069.5,1310.8,993.8,852.7,664,1086.9,1100.8,746.7,929.8,544.8,762,712.2,493.8,485.3,459.3,721.7,779.9,579.9,756.1,285.6,358.2,238.4,431,636.1,496.7,340.6,406.8,394.9,360.4,462.3,342,220.4,345.8,313.3,453,395.3,410.5,450,482.1,303.9,455.9,448.7,580.2,431.9,530.7
AT5G16770,286.6,213.1,1170.2,856.3,286,194.3,241.1,252.3,269.2,241.4,225.4,487.2,284.1,263.8,246.7,234.2,293.5,260.6,235.5,306,422.6,466.9,286.6,213.1,241.1,252.3,239.4,191.8,311.7,449.8,272.4,125,310.7,310.1,284.1,263.8,358.5,293,286.6,213.1,241,144.7,371.3,223.3,286.6,213.1,241.1,252.3,283.4,298.3,179.3,252.4,233.3,127,262.8,224.6,303.8,266.3,201.2,495.7,327.9,494.8,391.5,308,25.1,30.6,53.5,56.4,36.4,31.3,16.8,26.1,87,28.9,26.6,22.6,286.6,213.1,459.7,194.1,233,460.7,893.5,565.4,349,192.7,307.9,76.4,274.6,129.8,251.3,155.7,323.8,142,207.9,156.7,262.8,190.5,213.5,177.9,353.2,138.4,210,185.8,240.9,250.3,317.1,208.7,180.5,78.8,319,115.2,246.6,58.3,303.1,168.2,324.3,207,192,207.3,181.4,222,434.6,224.1,222.5,175.5,579.3,392.4,240.2,61.1,400.7,139.8,278.7,241.3,320.4,316.8,391.9,437.8,441.5,563.8,346.5,530.9,295,496.6,360.3,385.7,505.4,323.3,652.7,434.5,230.3,183.3,193.6,197.4,498.5,385.1,361.2,385.9,348.3,157.2,266.3,258.9,293,267.6,265.7,231.1,104.6,198.8,218.6,200,173,292.8,179.2,344.2,254.9,132.8,222,186.7,304.7,424.3,99.7,327.4,131.1,297.3
AT5G24590,1738.2,897.2,14803.7,10891.8,1284.9,886.6,756.8,1289.1,790.8,825.4,856,837,1068.3,650.1,816.6,665.5,1430.5,1343.8,768.6,830.3,809.9,908.3,1738.2,897.2,756.8,1289.1,1093.5,748.6,743,930.7,1310.6,772.7,877.9,657.9,1068.3,650.1,1022.1,827.5,1738.2,897.2,1416.4,995.2,707.7,904.4,1738.2,897.2,756.8,1289.1,1006.3,741.4,764.1,996.4,759.6,854.7,675.5,1091.7,968.5,815.5,706.3,1081.7,1302.2,877.2,943.2,1363.8,189,214,428.9,147.5,186.1,175.6,132.1,151.2,333.9,209.1,185.5,159.8,1738.2,897.2,1717.2,725.2,1161.5,989.8,1280,846.6,808.6,767.1,745.8,414.7,1028.6,449.8,735.9,528.3,726,504.1,767.5,402.5,869.1,335.8,543.3,277.1,779.2,313.6,768.7,432.2,917.8,749.3,772.7,394.7,883.8,333.8,697.6,497,798.5,470.6,603.1,360,557,574.6,756.8,348.5,684.4,193.2,1065.8,522.3,726.5,604.5,781.3,508,446.6,455.4,559.3,421.1,538.4,536.2,1486.5,1712.1,1301,1107.9,922.5,1619.1,978.5,1428.8,1489.7,1298.6,1578.7,1075.8,1252.2,936.5,1272.6,803,783.4,1336.3,1269.2,1371.2,1038.9,1229.6,1447.9,2027.2,1932.9,1160.2,1275,1460.2,1563.5,1470,1411.6,1068,1048.1,1433.7,1465.9,1307.2,1190,1338.3,1398.8,1859.9,1405.3,1493,1334.1,1804.5,1246.5,1978.8,1357.7,2182.8,1692.1,1778.5
AT5G26660,153.5,61.7,115.5,70.2,220,373,268.3,262.1,414.1,279.2,40.8,59.5,341.8,289,480.1,412.8,483.4,265.9,246.4,150.7,291.1,184.9,153.5,61.7,268.3,262.1,424.7,174.9,162,281.9,456.5,314.7,197,276.9,341.8,289,445.7,230.4,153.5,61.7,85.7,294.3,417.6,325,153.5,61.7,268.3,262.1,259.7,124.5,238.7,187.6,244.8,233.9,282.2,234.8,318.9,284.6,129.7,25.1,472.2,309,162.8,211.6,47.1,38.1,107.6,43.3,63,41.5,39.4,47.3,99.6,79.5,79.7,111.9,153.5,61.7,296.6,64.9,259.7,232.9,254.1,305.3,590.3,291.5,362.6,378.2,234.8,283.3,235,195.7,347.7,203.5,333,189.9,482.4,382.8,519.1,304.1,381.2,198.3,343.9,193.8,348.3,274.7,285.8,208.3,228,220.6,100.4,108.4,679.3,192.9,412,466.1,571.7,272.4,389.8,309.4,144.3,188.7,402.2,242.3,348.6,303.7,280.3,62.4,448.2,162.7,262,122.2,306.7,361.4,847.6,1375.9,635.4,883.4,674.8,1316.8,510.1,690.1,800.2,1189.6,1256.9,797.6,476.9,435.1,301.2,303.3,588.6,513.3,287.3,371.6,460.5,450.2,620,455.9,271.9,530.5,144.2,349.7,260.3,296.8,147.3,533.7,227.7,496.1,74.4,446.8,508.5,649.6,213.5,343.7,355.3,331.7,323.9,576.5,279.7,357.8,254.6,594.8,387.1,578
AT5G38140,362.1,425.9,291.3,444.6,464.5,389.1,190.2,455.2,503.1,329.4,362.2,261,722.1,629.3,648.5,479.1,534.4,313.6,472.2,454.8,360.4,382.8,362.1,425.9,190.2,455.2,527.5,313.3,289.1,518.9,654.5,400.5,362.6,218.7,722.1,629.3,595.8,666.3,362.1,425.9,395.2,354.9,427.5,231.8,362.1,425.9,190.2,455.2,522.7,349.9,265.7,413.9,370.2,247.5,428.5,435.4,341.1,318.9,273.6,346.2,469.1,395.8,313.8,446.1,52.1,87.4,98.1,71.6,59.4,75.8,46.4,41.8,185.8,74.7,34.9,56.6,362.1,425.9,573.4,275.2,433.9,436.9,469.1,372.1,365,253.1,393.4,304.4,350.6,343.2,415.1,249.5,450.1,389.4,436,202.1,341.3,322.9,319.4,280.1,324.4,219.2,461.7,289.6,463.2,335.9,260.7,375.4,400,361.7,341.3,179.9,329.7,250.5,295.7,286.4,254.2,318.1,416.5,321.5,340.5,185.1,260.6,229,353,267.7,493.6,319.1,307.5,247.8,448.6,318,327.6,250.6,785.7,511.8,405.4,661.4,531.6,684.1,590,893.3,432.9,698.7,574,578.3,982.3,847.2,1087,1106.8,725.3,747.7,362.4,533.9,917.2,1162.6,805.5,761.4,589.5,793,548.7,897.1,666.8,1186.9,860.2,814.1,519.5,623.1,640,974.1,647.4,794.5,552.6,808.2,556.5,859.1,820.9,966.1,823.9,697,501.4,800.9,563.9,916.8
AT5G52660,802.9,559.8,1144.1,951.8,797.6,628.4,544.5,559.2,694.4,575.5,488.5,786.8,574.7,563.6,834.6,657.4,768.4,584.8,681,715.9,826.7,749.2,802.9,559.8,544.5,559.2,753.7,479.3,429.7,802.3,633.5,619.5,481.1,830,574.7,563.6,747,690.8,802.9,559.8,763.7,711.4,918.1,793.4,802.9,559.8,544.5,559.2,733.1,580.6,567.2,831.8,489,766.4,482.2,772,955.7,692.2,471.4,780.5,901.2,706.8,563.6,753.3,98.5,133.2,277,150.3,154.5,165.7,119.1,164,209.7,167.1,186.3,159,802.9,559.8,494.9,634.7,635,471.2,690.1,843.2,588.4,601.4,498.7,404.1,649.7,354,433.8,394.3,535.2,303.3,661.6,494.1,486.2,369.4,502.2,401,365.5,235.8,461.5,255.4,530.4,371.5,625.9,484,519.2,466.9,858.1,666.2,659.8,374.9,517.9,374.5,558.6,333.8,535.5,375,348.3,398.1,487.2,291.9,435.8,292.9,1558.9,1334.5,428.7,371.8,420.8,309.7,521.4,342.3,1334.1,1001.6,1123.9,1143.3,1140.1,1485.2,985.3,1340.4,1116.6,1039.6,1094.5,1104.6,1068.3,1232.9,749.2,1093.5,1032,711,709.5,872.7,864.3,1036.3,603.7,918.4,1189.2,817.8,983.9,795.4,880.6,934.6,1293.9,659.5,947.2,844.4,941.3,959.5,922,903.1,916.7,1175.1,1065,778.3,1206.7,975.4,1023.1,781.5,973,753.7,907.6,1064
AT1G04100,714.4,599.9,1000.4,932.1,853,635.7,407.5,856.4,944.1,513.7,567.5,1022.7,637.9,586.3,1117.6,911.2,798.5,417.9,918.5,472.7,925.1,953,714.4,599.9,407.5,856.4,799.6,691.4,464.7,881.7,623.4,535.5,786,686,637.9,586.3,846.2,805.7,714.4,599.9,2244.8,695.9,534.2,431.6,714.4,599.9,407.5,856.4,709.5,690.8,526,749.4,899.4,628.7,510.9,486.5,688,697.3,599.2,953.5,855,587.5,578.8,832.3,98.6,102.8,228.5,79.7,114.4,110.5,79.9,149.8,161.8,233.1,283.3,192,714.4,599.9,1092.1,905.3,729.5,839.4,1261,917.2,597.5,512.2,574.9,436.9,750.2,545.5,709.9,372.5,623.3,401.8,603.9,451.7,707.8,344.7,870.2,475.7,749.5,479.8,410,362.6,815.5,638.2,645.5,406.3,505.6,374.7,504.6,291.9,642.3,400.9,674.3,528.7,653.9,462.8,546.9,552.2,790.9,753.2,413.6,257.8,431,430.9,608.3,347.5,501.3,393,590.6,447.8,561.6,294.3,1381.4,1003.8,1129.4,939.9,1026.6,1741.3,888.4,1242.5,1181.7,1151.9,1074.9,1189.2,1644.5,1674.7,1074.3,1333.1,1008,884.3,665.6,738.7,1173,1162.6,883.6,1135.9,993,982.6,1115,1056.5,1197,1214,1354.2,1254.6,845,922,1127.5,1083.6,1114.7,854.4,1059,917.4,1252.3,1092.9,1062.3,909.8,1242.4,962.7,800.1,1178.1,861.9,1101
AT1G06070,850,747.8,918.7,676.1,1004,789.3,617,864,872.1,610.6,684,606.9,838.7,939.1,758.9,750.9,911.5,683.2,932.8,665.9,662.2,989.3,850,747.8,617,864,914.4,686.6,528,707.3,837.6,667.1,512.9,825.3,838.7,939.1,829.6,791.8,850,747.8,733.5,619.5,780.3,576.3,850,747.8,617,864,905.7,783.4,505,620.2,840.1,574,605.9,765.6,1031.2,662.2,797.5,948.8,970.7,655.7,665,696.6,134.9,175.3,366.7,200.4,219.6,204.6,133,179.7,195.9,206.2,192.9,165.7,850,747.8,1057.4,762.2,874.2,710.9,1038.7,865.3,1058.9,696.3,830.8,442.8,662.3,562.7,577.2,623.8,785.7,592,556.5,536,583.6,506.1,470.9,586.5,476.9,536.7,897.7,595.6,852.2,739.6,833.4,587.9,878.3,600.5,513,512.9,700.7,417.7,760.3,615.3,663.5,493.5,739.4,680.1,1085.7,548.7,676.2,494.7,624.6,638.1,621.2,486.8,426.1,629.9,715.3,772.6,724.2,574,1496.3,1517.1,2146.8,1840,1247.4,1907.4,1514.6,2583.4,1773.9,1865.8,1905,1921.2,1390.9,1656.8,1425.1,1929.7,968.1,1162.1,1334.1,1174.7,1462.2,1243.4,1396,1286.1,1191.8,1632.7,1113.5,1376.6,1295,1233.3,1191.7,1306.4,1238.2,1081,1472.7,1454.8,1381.6,1090.2,1352,1723.2,1134.8,1104.1,1415.9,1796.1,1334.5,1491,1338.3,1588.3,1395,1443
AT1G06180,821.2,823.6,294.5,339.2,917.8,916.5,515.4,765.9,977.3,1261.6,344.2,733.1,673.7,716.4,1482.8,1524.6,1416.7,960.3,891.7,493.5,1296.8,1019.2,821.2,823.6,515.4,765.9,996.1,783.6,620.7,725,1083,700.1,543.3,913.6,673.7,716.4,769.2,691.5,821.2,823.6,1303.6,839.8,732.9,529.7,821.2,823.6,515.4,765.9,653,767.4,588.1,799.1,1084.4,441,408.6,776.6,877,993.7,458.6,817.2,722.9,1134,645.7,951.5,95.4,130.1,287.2,132.1,153.4,144.2,191.3,270,441.1,392.3,380.3,332.3,821.2,823.6,1150.8,1086.9,937,988.6,1499.6,1514.1,605.5,846,668.8,476.9,546,568.2,547.9,572.1,759.5,436.6,566.1,340.2,1241.3,737.3,933.1,520.1,827.7,659.7,628.7,652.5,545.8,490.7,574,334.9,607.6,492.6,565.5,325,1322.5,1054.6,1061.8,887.7,812.8,564.4,712.3,532.9,663.7,622.1,628.9,566.2,497.5,662.5,855.3,493.3,1116.1,678.1,928.6,622.6,686,454.8,1490,1702.4,1023.6,1757,1301.2,2429.1,1024.3,1625.8,1575.7,1663.2,1374.8,1227.4,2271.9,1937.8,2413.1,2171.8,1625.7,1227.6,1568.4,1348.7,1962.3,1738.1,1603.2,1459.7,940,1363.9,846.5,1173.4,795.4,1049.5,1294.7,1063.1,770,1090.4,711.6,1176.7,683.3,1124.2,810.9,736.9,727.2,1064.6,610.2,737.7,595.1,705.4,764.4,1235.7,903.5,1075
AT1G08320,1274.6,731.6,96,94.8,1184,946.7,936.1,963.3,942,652.1,870.2,725.3,1051.5,946.6,557.7,523.5,944.5,961,1267.8,1135.3,1485.9,975.4,1274.6,731.6,936.1,963.3,892.7,1095.8,822.2,1551.7,987,1295.1,718.8,1783.9,1051.5,946.6,1193.3,638,1274.6,731.6,1013.5,988.8,1514.7,1183.5,1274.6,731.6,936.1,963.3,1022.5,942.3,1129.8,1318,1202,744.9,688.9,1268.8,1196.5,992.7,1304.7,1581,1600.8,884.7,872.5,833.3,75.1,81.7,181.7,67.7,70.2,119.4,83.3,199.9,389,234.2,191.8,110.1,1274.6,731.6,1045.4,978.9,1002,989.7,77.3,435.8,1037.5,849.6,500,389,722.3,444.7,523.5,536.3,722.6,444.2,353.8,263.9,426.7,358.9,756.7,426.2,654.7,304,610.9,384.3,599.2,292.7,482.1,408.8,757.3,378.5,801.2,434.3,608.8,240.3,823.1,372.5,699.9,330.7,464.5,222.7,489.9,292,548.3,206.7,556.7,244.9,725.6,452,654,327.7,659.7,308.7,509.6,324.5,5027.2,2848.9,2843.5,3084.8,2293.2,4887.2,3203.4,4110.7,3299.1,2751.5,3730.3,3614.6,761,587.4,575.9,350.6,548.8,998,920.4,813.2,636.7,510.5,1062,834.1,1372.1,1951.3,1919.7,1477,1536.4,1813.2,1401.3,1891,1509.3,1992.8,1687.7,1584.6,1564.2,1635.2,2053.3,1465.3,1758.4,1745.6,1312,1288.5,1332.7,1426,1295.3,1417.5,1502.4,1285.5
AT1G19000,5316.6,3595.1,1785.1,1150,3814.1,3326.6,2931.6,3963,3894.2,3322.2,3795.1,4897.2,4771.4,4790.2,3172.9,2911.6,4733.9,3918.2,4591.9,4313.9,4712.6,3268.2,5316.6,3595.1,2931.6,3963,4312.6,3808.3,3237.6,4931,5027.6,4875.3,3642.3,5206.9,4771.4,4790.2,4817.2,5119.6,5316.6,3595.1,3596.5,2519.8,6097.6,4894.1,5316.6,3595.1,2931.6,3963,4651.2,3218,3912.8,4923.2,3996.5,3852.4,4145.7,4947.1,5717.6,4603,3390.3,4583.6,6970.3,4554.6,3230.9,4884.2,660.4,948.6,1955.1,979.3,1050.7,951.8,966.6,1445.4,1470.6,731.9,674.8,665.3,5316.6,3595.1,3780.2,3815.7,4680.2,4525.4,3026.4,2971.2,4466.1,3550.5,2726.2,2789.3,3133.3,2706.6,3017.3,3035,3089.4,2598.5,3647.3,2671.9,2658.4,2510.8,3242.8,2764.3,2925.5,2316.5,2832.3,2802.5,3058.9,2716,3184.3,2788.2,3270.1,2721.9,3989.9,3301.2,2400.6,2007.9,2959.4,2609.6,3703.3,2573.8,3597.1,2411.9,2375.2,2239,2849.9,2303.8,2725.3,2396.3,2972,3003.2,2706.8,2440.8,3123.2,2286.1,2437,2467.2,4087.5,3682.3,4236,3286.2,2999.9,4437.6,2996.4,4462.2,4231.3,3909.7,5437.9,3499.9,7321.1,5588.7,6515.6,5687,5488.1,5964.8,5163.5,5772.6,6263.3,4991.4,5525.1,4715.6,6149.2,5545.5,6278.9,5765.8,6955.3,6483.2,5023.9,5265.3,5481.4,5281.6,6486.9,4995.2,5371.5,4691.5,6684.4,6043.8,6404.8,5548.3,6279,5580.1,6750.4,3659,6622.3,4866.3,5916.4,5072.1
